tech_id,chain,category,era,localized_name,description,prerequisite,direct_modifiers,unlocks,implementation_note,unlocks_named
tech_manufacturing_17,tech_manufacturing,production,17,Autonomous Industrial Ecosystems,"Factories negotiate orders, energy, maintenance, inventories, and logistics with other factories without waiting for human scheduling. Industrial regions begin behaving like autonomous productive ecosystems rather than collections of separate firms.",tech_manufacturing_16,,PM:pm_modern_wood_goods_logging_17 | PM:pm_modern_automation_17_building_manufacturing | PM:pm_modern_automation_17_building_machinery_manufacturing | PM:pm_modern_automation_17_building_manufacturing_unskilled,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_wood_goods_logging_17` — Self-Replicating Logging Systems<br>PM `pm_modern_automation_17_building_manufacturing` — Autonomous Industrial Automation — Machinists Line<br>PM `pm_modern_automation_17_building_machinery_manufacturing` — Autonomous Industrial Automation — Machinists Line<br>PM `pm_modern_automation_17_building_manufacturing_unskilled` — Autonomous Industrial Automation — Laborers Line
tech_manufacturing_18,tech_manufacturing,production,18,Programmable Matter Production,Programmable matter allows components to acquire form and function late in the production process. Inventory can be held as versatile feedstock whose final geometry is decided only when demand is known.,tech_manufacturing_17,,PM:pm_modern_wood_goods_logging_18 | PM:pm_modern_engines_goods_manufacturing_3 | PM:pm_modern_industrial_robots_goods_manufacturing_3 | PM:pm_modern_automation_18_building_manufacturing | PM:pm_modern_automation_18_building_machinery_manufacturing | PM:pm_modern_automation_18_building_manufacturing_unskilled,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_wood_goods_logging_18` — Adaptive Forest Industry<br>PM `pm_modern_engines_goods_manufacturing_3` — Fusion-Electric Industrial Drives<br>PM `pm_modern_industrial_robots_goods_manufacturing_3` — Autonomous Fabrication Swarms<br>PM `pm_modern_automation_18_building_manufacturing` — Programmable-Matter Automation — Machinists Line<br>PM `pm_modern_automation_18_building_machinery_manufacturing` — Programmable-Matter Automation — Machinists Line<br>PM `pm_modern_automation_18_building_manufacturing_unskilled` — Programmable-Matter Automation — Laborers Line
tech_manufacturing_19,tech_manufacturing,production,19,Distributed Megafabrication,Networks of compact advanced factories distribute sophisticated production across many locations while sharing designs and capacity. Industrial resilience comes from replication and coordination instead of concentrating every critical process in a handful of giant plants.,tech_manufacturing_18,,PM:pm_modern_wood_goods_logging_19 | PM:pm_modern_automation_19_building_manufacturing | PM:pm_modern_automation_19_building_machinery_manufacturing | PM:pm_modern_automation_19_building_manufacturing_unskilled,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_wood_goods_logging_19` — Programmable Timber Ecologies<br>PM `pm_modern_automation_19_building_manufacturing` — Distributed Megafabrication Automation — Machinists Line<br>PM `pm_modern_automation_19_building_machinery_manufacturing` — Distributed Megafabrication Automation — Machinists Line<br>PM `pm_modern_automation_19_building_manufacturing_unskilled` — Distributed Megafabrication Automation — Laborers Line
tech_manufacturing_20,tech_manufacturing,production,20,Universal Fabrication Systems,General-purpose fabrication systems can transform common feedstocks into an enormous range of finished industrial goods. Manufacturing approaches the long-promised ideal in which information specifies the product and machinery supplies the universal means of making it.,tech_manufacturing_19,,PM:pm_modern_wood_goods_logging_20 | PM:pm_modern_engines_goods_manufacturing_4 | PM:pm_modern_industrial_robots_goods_manufacturing_4 | PM:pm_modern_automation_20_building_manufacturing | PM:pm_modern_automation_20_building_machinery_manufacturing | PM:pm_modern_automation_20_building_manufacturing_unskilled,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_wood_goods_logging_20` — Universal Biomaterial Forestry<br>PM `pm_modern_engines_goods_manufacturing_4` — Universal Industrial Power Units<br>PM `pm_modern_industrial_robots_goods_manufacturing_4` — General-Purpose Industrial Fabricators<br>PM `pm_modern_automation_20_building_manufacturing` — Universal Fabrication Automation — Machinists Line<br>PM `pm_modern_automation_20_building_machinery_manufacturing` — Universal Fabrication Automation — Machinists Line<br>PM `pm_modern_automation_20_building_manufacturing_unskilled` — Universal Fabrication Automation — Laborers Line
tech_military_airforce_11,tech_military_airforce,military,11,Adaptive Air Superiority,"Adaptive flight controls, sensor fusion, and networked weapons allow combat aircraft to alter tactics faster than human staffs can issue new doctrine. Air superiority becomes a contest between systems that continuously learn the geometry of the battlespace.",tech_military_airforce_10,,UNIT:combat_unit_type_airforce_11,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_11` — Adaptive Air Superiority Fighter
tech_military_airforce_12,tech_military_airforce,military,12,Hypersonic Air Warfare,Hypersonic combat aircraft compress warning times to minutes and can strike or reposition across theater distances before conventional defenses can react. Air warfare begins to resemble guided orbital mechanics conducted inside the atmosphere.,tech_military_airforce_11,,PM:pm_modern_warplanes_goods_manufacturing_1 | UNIT:combat_unit_type_airforce_12,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_warplanes_goods_manufacturing_1` — Adaptive Combat Airframes<br>Unit `combat_unit_type_airforce_12` — Hypersonic Strike Fighter
tech_military_airforce_13,tech_military_airforce,military,13,Autonomous Combat Aviation,Uncrewed combat aircraft become capable of carrying out complex air-to-air and strike missions without remote pilots micromanaging every maneuver. Human commanders specify objectives while machines conduct much of the actual fight.,tech_military_airforce_12,,UNIT:combat_unit_type_airforce_13,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_13` — Autonomous Air Superiority Aircraft
tech_military_airforce_14,tech_military_airforce,military,14,Loyal-Wingman Swarms,"Manned command aircraft operate with swarms of cheaper autonomous wingmen that scout, jam, decoy, intercept, and attack as a coordinated pack. The tactical unit is no longer a single aircraft but a distributed airborne system.",tech_military_airforce_13,,UNIT:combat_unit_type_airforce_14,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_14` — Swarm Carrier Aircraft
tech_military_airforce_15,tech_military_airforce,military,15,Directed-Energy Air Combat,"Compact directed-energy weapons give aircraft magazines limited more by power and heat than by missile count. Interception, point defense, and close-range combat increasingly reward electrical generation and thermal management.",tech_military_airforce_14,,PM:pm_modern_warplanes_goods_manufacturing_2 | UNIT:combat_unit_type_airforce_15,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_warplanes_goods_manufacturing_2` — Autonomous Combat Airframes<br>Unit `combat_unit_type_airforce_15` — Directed-Energy Combat Aircraft
tech_military_airforce_16,tech_military_airforce,military,16,Stratospheric Air Dominance,"Combat aircraft exploit the thin air of the stratosphere for speed, range, and sensor coverage, forcing air-defense networks to guard a battlespace extending far above traditional aviation altitudes.",tech_military_airforce_15,,UNIT:combat_unit_type_airforce_16,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_16` — Stratospheric Combat Aircraft
tech_military_airforce_17,tech_military_airforce,military,17,Near-Space Interception,Aircraft able to operate at the edge of space can threaten both atmospheric and low-orbit targets. Air defense and space defense begin to merge as the same interceptor may fight on either side of the conventional boundary.,tech_military_airforce_16,,UNIT:combat_unit_type_airforce_17,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_17` — Near-Space Interceptor
tech_military_airforce_18,tech_military_airforce,military,18,Fusion-Powered Combat Aviation,"Fusion power gives military aerospace vehicles enormous electrical reserves and endurance, supporting high-energy sensors, directed weapons, and sustained high-speed operation without the fuel burden of chemical aviation.",tech_military_airforce_17,,PM:pm_modern_warplanes_goods_manufacturing_3 | UNIT:combat_unit_type_airforce_18,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_warplanes_goods_manufacturing_3` — Near-Space Combat Airframes<br>Unit `combat_unit_type_airforce_18` — Fusion-Powered Aerospace Fighter
tech_military_airforce_19,tech_military_airforce,military,19,Orbital-Atmospheric Warfare,"Military aerospace doctrine integrates aircraft, reusable orbital vehicles, satellites, and near-space platforms into one battlespace. A strike can descend from orbit, climb from the atmosphere, or transition between the two during the same operation.",tech_military_airforce_18,,UNIT:combat_unit_type_airforce_19,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_airforce_19` — Orbital-Atmospheric Interceptor
tech_military_airforce_20,tech_military_airforce,military,20,Autonomous Aerospace Supremacy,"Autonomous aerospace platforms coordinate interception, strike, electronic warfare, and reconnaissance at machine speed across planetary distances. Human command remains strategic; tactical air combat becomes overwhelmingly computational.",tech_military_airforce_19,,PM:pm_modern_warplanes_goods_manufacturing_4 | UNIT:combat_unit_type_airforce_20,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_warplanes_goods_manufacturing_4` — Fusion Aerospace Combat Platforms<br>Unit `combat_unit_type_airforce_20` — Autonomous Aerospace Combat Platform
tech_military_ground_forces_11,tech_military_ground_forces,military,11,Integrated Battlefield Networks,"Every squad, vehicle, drone, sensor, and support weapon participates in a shared battlefield network. Infantry fight with a continuously updated picture of threats and friendly forces rather than isolated reports passed up and down a chain of command.",tech_military_ground_forces_10,,UNIT:combat_unit_type_infantry_11,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_infantry_11` — Networked Combat Infantry
tech_military_ground_forces_12,tech_military_ground_forces,military,12,Powered Infantry,"Powered exoskeletons let infantry carry heavier armor, sensors, weapons, and supplies without sacrificing mobility. The individual soldier becomes a platform capable of sustaining loads once reserved for vehicles.",tech_military_ground_forces_11,,PM:pm_modern_small_arms_goods_manufacturing_1 | UNIT:combat_unit_type_infantry_12 | MOB:mobilization_option_modern_autonomous_recon,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_small_arms_goods_manufacturing_1` — Smart Infantry Weapons<br>Unit `combat_unit_type_infantry_12` — Powered Exoskeleton Infantry<br>Mobilization `mobilization_option_modern_autonomous_recon` — Autonomous Reconnaissance Swarms
tech_military_ground_forces_13,tech_military_ground_forces,military,13,Autonomous Ground Combat,Autonomous vehicles and robotic combat systems move from support roles into the center of maneuver warfare. Human troops increasingly direct formations in which many of the platforms taking fire contain no crew at all.,tech_military_ground_forces_12,,PM:pm_modern_tanks_goods_manufacturing_1 | UNIT:combat_unit_type_infantry_13,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_tanks_goods_manufacturing_1` — Autonomous Armored Vehicles<br>Unit `combat_unit_type_infantry_13` — Autonomous Mechanized Infantry
tech_military_ground_forces_14,tech_military_ground_forces,military,14,Drone-Saturated Warfare,"Cheap reconnaissance and attack drones saturate the battlespace from treetop height to the tactical rear. Concealment, movement, logistics, and air defense must all adapt to the assumption that observation is persistent and expendable.",tech_military_ground_forces_13,,UNIT:combat_unit_type_infantry_14,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_infantry_14` — Drone-Integrated Infantry
tech_military_ground_forces_15,tech_military_ground_forces,military,15,Directed-Energy Ground Weapons,"Portable high-energy weapons provide infantry and vehicles with rapid, precise fire against drones, sensors, light vehicles, and exposed positions. Power generation and cooling become as important to combat endurance as ammunition supply.",tech_military_ground_forces_14,,PM:pm_modern_small_arms_goods_manufacturing_2 | UNIT:combat_unit_type_infantry_15 | MOB:mobilization_option_modern_powered_infantry,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_small_arms_goods_manufacturing_2` — Directed-Energy Small Arms<br>Unit `combat_unit_type_infantry_15` — Directed-Energy Infantry<br>Mobilization `mobilization_option_modern_powered_infantry` — Powered Infantry Support
tech_military_ground_forces_16,tech_military_ground_forces,military,16,Adaptive Combat Armor,"Armor incorporates active protection, adaptive materials, multispectral camouflage, and automated damage control. Survivability depends less on adding passive mass and more on defeating an attack before or as it reaches the vehicle.",tech_military_ground_forces_15,,PM:pm_modern_tanks_goods_manufacturing_2 | UNIT:combat_unit_type_infantry_16,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_tanks_goods_manufacturing_2` — Adaptive Combat Armor<br>Unit `combat_unit_type_infantry_16` — Adaptive Armor Infantry
tech_military_ground_forces_17,tech_military_ground_forces,military,17,Cognitive Battlefield Systems,"Machine assistants fuse sensor data, predict enemy action, allocate fires, and warn soldiers before threats are consciously understood. The battlefield becomes cognitively manageable only because software filters an otherwise impossible volume of information.",tech_military_ground_forces_16,,UNIT:combat_unit_type_infantry_17,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Unit `combat_unit_type_infantry_17` — Cognitive Battlefield Infantry
tech_military_ground_forces_18,tech_military_ground_forces,military,18,Self-Sustaining Expeditionary Warfare,"Advanced logistics, fabrication, medicine, and energy systems let expeditionary forces sustain themselves for far longer with fewer vulnerable supply convoys. Operational reach grows as armies carry productive capacity with them.",tech_military_ground_forces_17,,PM:pm_modern_small_arms_goods_manufacturing_3 | UNIT:combat_unit_type_infantry_18 | MOB:mobilization_option_modern_directed_energy_weapons,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_small_arms_goods_manufacturing_3` — Adaptive Infantry Weapons<br>Unit `combat_unit_type_infantry_18` — Self-Sustaining Expeditionary Infantry<br>Mobilization `mobilization_option_modern_directed_energy_weapons` — Directed-Energy Weapons
tech_military_ground_forces_19,tech_military_ground_forces,military,19,Synthetic Combined Arms,"Biological troops, autonomous machines, drones, armor, fires, and synthetic decision systems are organized as a single combined-arms organism. The distinction between branch, platform, and weapon becomes less important than how the whole system behaves.",tech_military_ground_forces_18,,PM:pm_modern_tanks_goods_manufacturing_3 | UNIT:combat_unit_type_infantry_19,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_tanks_goods_manufacturing_3` — Synthetic Combined-Arms Vehicles<br>Unit `combat_unit_type_infantry_19` — Synthetic Combined-Arms Infantry
tech_military_ground_forces_20,tech_military_ground_forces,military,20,Post-Human Ground Warfare,Enhanced soldiers and autonomous systems operate together at reaction speeds and endurance beyond unaugmented human limits. Ground warfare reaches a point where the definition of 'infantry' describes a battlefield function more than a purely biological person.,tech_military_ground_forces_19,,PM:pm_modern_small_arms_goods_manufacturing_4 | PM:pm_modern_tanks_goods_manufacturing_4 | UNIT:combat_unit_type_infantry_20 | MOB:mobilization_option_modern_autonomous_ground_logistics,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,PM `pm_modern_small_arms_goods_manufacturing_4` — Post-Human Infantry Weapons<br>PM `pm_modern_tanks_goods_manufacturing_4` — Post-Human Ground Platforms<br>Unit `combat_unit_type_infantry_20` — Post-Human Combat Infantry<br>Mobilization `mobilization_option_modern_autonomous_ground_logistics` — Autonomous Ground Logistics
tech_military_naval_forces_11,tech_military_naval_forces,military,11,Autonomous Blue-Water Fleets,"Surface ships, submarines, aircraft, and uncrewed vessels coordinate as distributed fleets rather than relying on a few crewed flagships. Naval power becomes harder to destroy because sensing and firepower are dispersed across the ocean.",tech_military_naval_forces_10,,SHIP:ship_type_submarine_11 | SHIP:ship_type_destroyer_11 | SHIP:ship_type_cruiser_11 | SHIP:ship_type_battleship_11 | SHIP:ship_type_aircraft_carrier_9,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_11` — Autonomous Attack Submarine<br>Ship `ship_type_destroyer_11` — Autonomous Fleet Destroyer<br>Ship `ship_type_cruiser_11` — Autonomous Missile Cruiser<br>Ship `ship_type_battleship_11` — Autonomous Missile Battleship<br>Ship `ship_type_aircraft_carrier_9` — Autonomous Supercarrier
tech_military_naval_forces_12,tech_military_naval_forces,military,12,Hypersonic Naval Warfare,Hypersonic weapons give ships the ability to strike moving targets across enormous distances with extremely short warning. Naval defense must detect and decide faster than any twentieth-century command structure was built to manage.,tech_military_naval_forces_11,,SHIP:ship_type_submarine_12 | SHIP:ship_type_destroyer_12 | SHIP:ship_type_cruiser_12 | SHIP:ship_type_battleship_12 | SHIP:ship_type_aircraft_carrier_10,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_12` — Hypersonic Arsenal Submarine<br>Ship `ship_type_destroyer_12` — Hypersonic Defense Destroyer<br>Ship `ship_type_cruiser_12` — Hypersonic Arsenal Cruiser<br>Ship `ship_type_battleship_12` — Hypersonic Battleship<br>Ship `ship_type_aircraft_carrier_10` — Hypersonic Aviation Carrier
tech_military_naval_forces_13,tech_military_naval_forces,military,13,Uncrewed Surface Combatants,"Large uncrewed combatants carry missiles, sensors, decoys, and drones into dangerous waters without risking hundreds of sailors. Fleet mass can grow without proportionally growing manpower or political sensitivity to losses.",tech_military_naval_forces_12,,SHIP:ship_type_submarine_13 | SHIP:ship_type_destroyer_13 | SHIP:ship_type_cruiser_13 | SHIP:ship_type_battleship_13 | SHIP:ship_type_aircraft_carrier_11,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_13` — Uncrewed Hunter Submarine<br>Ship `ship_type_destroyer_13` — Uncrewed Missile Destroyer<br>Ship `ship_type_cruiser_13` — Uncrewed Arsenal Cruiser<br>Ship `ship_type_battleship_13` — Uncrewed Arsenal Battleship<br>Ship `ship_type_aircraft_carrier_11` — Uncrewed Air Wing Carrier
tech_military_naval_forces_14,tech_military_naval_forces,military,14,Drone Carrier Fleets,"Carriers evolve from airports at sea into mobile command nodes for enormous swarms of autonomous aircraft and surface vehicles. The air wing becomes more numerous, expendable, and persistent than any crewed force could be.",tech_military_naval_forces_13,,SHIP:ship_type_submarine_14 | SHIP:ship_type_destroyer_14 | SHIP:ship_type_cruiser_14 | SHIP:ship_type_battleship_14 | SHIP:ship_type_aircraft_carrier_12,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_14` — Drone Carrier Submarine<br>Ship `ship_type_destroyer_14` — Drone Screen Destroyer<br>Ship `ship_type_cruiser_14` — Drone Carrier Cruiser<br>Ship `ship_type_battleship_14` — Drone Battleship<br>Ship `ship_type_aircraft_carrier_12` — Drone Supercarrier
tech_military_naval_forces_15,tech_military_naval_forces,military,15,Directed-Energy Warships,"High-energy lasers and electromagnetic weapons transform point defense and surface combat. Ships become electrical weapons platforms whose combat endurance increasingly depends on reactors, capacitors, and cooling systems.",tech_military_naval_forces_14,,SHIP:ship_type_submarine_15 | SHIP:ship_type_destroyer_15 | SHIP:ship_type_cruiser_15 | SHIP:ship_type_battleship_15 | SHIP:ship_type_aircraft_carrier_13,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_15` — Metamaterial Stealth Submarine<br>Ship `ship_type_destroyer_15` — Directed-Energy Destroyer<br>Ship `ship_type_cruiser_15` — Directed-Energy Cruiser<br>Ship `ship_type_battleship_15` — Directed-Energy Battleship<br>Ship `ship_type_aircraft_carrier_13` — Directed-Energy Fleet Carrier
tech_military_naval_forces_16,tech_military_naval_forces,military,16,Fusion Naval Propulsion,Fusion propulsion frees major warships from much of the fuel logistics that once constrained deployment. Fleets can remain on station for extraordinary periods while powering sensors and weapons far beyond the capacity of conventional engines.,tech_military_naval_forces_15,,SHIP:ship_type_submarine_16 | SHIP:ship_type_destroyer_16 | SHIP:ship_type_cruiser_16 | SHIP:ship_type_battleship_16 | SHIP:ship_type_aircraft_carrier_14,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_16` — Fusion Attack Submarine<br>Ship `ship_type_destroyer_16` — Fusion Fleet Destroyer<br>Ship `ship_type_cruiser_16` — Fusion Battlecruiser<br>Ship `ship_type_battleship_16` — Fusion Battleship<br>Ship `ship_type_aircraft_carrier_14` — Fusion Supercarrier
tech_military_naval_forces_17,tech_military_naval_forces,military,17,Deep-Ocean Stealth Warfare,"Advanced coatings, quiet propulsion, distributed sensors, and autonomous navigation push naval competition deeper below the surface. Submarines and unmanned undersea systems contest parts of the ocean that surface fleets can scarcely observe.",tech_military_naval_forces_16,,SHIP:ship_type_submarine_17 | SHIP:ship_type_destroyer_17 | SHIP:ship_type_cruiser_17 | SHIP:ship_type_battleship_17 | SHIP:ship_type_aircraft_carrier_15,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_17` — Abyssal Sensor Submarine<br>Ship `ship_type_destroyer_17` — Adaptive Escort Destroyer<br>Ship `ship_type_cruiser_17` — Deep-Ocean Control Cruiser<br>Ship `ship_type_battleship_17` — Adaptive Armor Battleship<br>Ship `ship_type_aircraft_carrier_15` — Near-Space Aerospace Carrier
tech_military_naval_forces_18,tech_military_naval_forces,military,18,Near-Space Naval Integration,"Naval forces integrate near-space sensors, interceptors, and communications directly into fleet operations. The horizon of a warship expands from the curvature of the Earth to the orbital infrastructure above it.",tech_military_naval_forces_17,,SHIP:ship_type_submarine_18 | SHIP:ship_type_destroyer_18 | SHIP:ship_type_cruiser_18 | SHIP:ship_type_battleship_18 | SHIP:ship_type_aircraft_carrier_16,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_18` — Near-Space Linked Submarine<br>Ship `ship_type_destroyer_18` — Orbital-Linked Destroyer<br>Ship `ship_type_cruiser_18` — Orbital-Linked Cruiser<br>Ship `ship_type_battleship_18` — Orbital Fire-Control Battleship<br>Ship `ship_type_aircraft_carrier_16` — Orbital-Linked Carrier
tech_military_naval_forces_19,tech_military_naval_forces,military,19,Self-Sustaining Oceanic Fleets,"Automated maintenance, fabrication, food systems, and logistics allow fleets to remain at sea for months or years with minimal port support. Oceanic presence becomes persistent rather than a sequence of deployments between shore bases.",tech_military_naval_forces_18,,SHIP:ship_type_submarine_19 | SHIP:ship_type_destroyer_19 | SHIP:ship_type_cruiser_19 | SHIP:ship_type_battleship_19 | SHIP:ship_type_aircraft_carrier_17,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_19` — Self-Sustaining Deep-Ocean Submarine<br>Ship `ship_type_destroyer_19` — Self-Sustaining Escort Destroyer<br>Ship `ship_type_cruiser_19` — Self-Sustaining Command Cruiser<br>Ship `ship_type_battleship_19` — Self-Sustaining Dreadnought<br>Ship `ship_type_aircraft_carrier_17` — Self-Sustaining Oceanic Carrier
tech_military_naval_forces_20,tech_military_naval_forces,military,20,Planetary Maritime Dominance,"Mature autonomous fleets combine deep-ocean systems, aerospace assets, directed energy, and enormous endurance into a planetary maritime network. Command of the sea means controlling the entire oceanic information and logistics environment, not merely defeating enemy ships in battle.",tech_military_naval_forces_19,,SHIP:ship_type_submarine_20 | SHIP:ship_type_destroyer_20 | SHIP:ship_type_cruiser_20 | SHIP:ship_type_battleship_20 | SHIP:ship_type_aircraft_carrier_18,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,Ship `ship_type_submarine_20` — Pelagic Dominance Submarine<br>Ship `ship_type_destroyer_20` — Planetary Defense Destroyer<br>Ship `ship_type_cruiser_20` — Planetary Control Cruiser<br>Ship `ship_type_battleship_20` — Planetary Dominance Battleship<br>Ship `ship_type_aircraft_carrier_18` — Planetary Aerospace Carrier
tech_military_navy_doctrine_11,tech_military_navy_doctrine,military,11,Distributed Maritime Operations,Fleets disperse sensors and weapons across many platforms while remaining connected strongly enough to fight as one force. Concentration of effect replaces concentration of hulls.,tech_military_navy_doctrine_10,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_military_navy_doctrine_12,tech_military_navy_doctrine,military,12,Autonomous Fleet Command,"Machine commanders handle routing, formation geometry, threat assignment, and local engagements at speeds impossible for a human bridge team. Admirals increasingly command objectives and risk rather than individual maneuvers.",tech_military_navy_doctrine_11,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_military_navy_doctrine_13,tech_military_navy_doctrine,military,13,Machine-Speed Sea Control,"Automated sensor fusion and weapons coordination shorten the naval decision cycle to seconds. Victory depends on whose network can identify, classify, and engage first without collapsing into friendly fire or false targets.",tech_military_navy_doctrine_12,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_military_navy_doctrine_14,tech_military_navy_doctrine,military,14,Deep-Ocean Denial Doctrine,"Submarines, unmanned undersea systems, mines, and long-range weapons are coordinated to make whole ocean regions costly to enter. Sea denial becomes persistent and distributed rather than dependent on a battle fleet waiting over the horizon.",tech_military_navy_doctrine_13,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_military_navy_doctrine_15,tech_military_navy_doctrine,military,15,Persistent Global Presence,Long-endurance platforms and autonomous logistics make global naval presence continuous. A fleet can pressure multiple theaters without repeatedly returning its core combat power to port.,tech_military_navy_doctrine_14,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
tech_military_navy_doctrine_16,tech_military_navy_doctrine,military,16,Integrated Orbital-Maritime Awareness,"Orbital sensors and maritime networks create an integrated picture of ships, aircraft, weather, communications, and emissions across vast areas. Hiding a fleet becomes a campaign of deception rather than a simple matter of distance.",tech_military_navy_doctrine_15,country_admiral_rank_impact_mult=0.10; ship_ship_type_supply_ship_supply_capacity_mult=0.05,,New Era 11–20 technology; preserve current chain texture/category/AI-weight conventions. Generator re-reads source and preserves any upstream non-self prerequisites.,—
